,Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
337,PREGUNTA,"Y las oficinas que está en Houston, qué va a hacer con PPI o qué va a hacer con CFE-Energy, que se acaba de iniciar hace cuatro semanas en México, en donde, supuestamente, van a comprar y ya tienen los contratos para comprar el gas.",0.0099484386503941,45,10,12,2018
338,PREGUNTA,"De manera paralela, Cantarell no tiene la capacidad que tenía hace 10 años o 15 años. Los estudios que se han hecho son de alto riesgo en otros campos. No se garantiza, señor Presidente.",0.1193108971735677,34,10,12,2018
339,PREGUNTA,"Entonces, queremos apoyarlo, qué va a hacer usted en referente, es muy importante para crear empleos el gas, que no lo descuide, qué va a hacer referente al gas.",0.5213604808915941,29,10,12,2018
340,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, Muy bien.,0.8068985108677682,2,10,12,2018
341,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo creo que lo más conveniente, en este caso, sería que, en efecto, Jesús Ramírez, los encargados de comunicación, te pongan en contacto con la Secretaria de Energía, Rocío Nahle, y con el Director de PEMEX. Ese es el compromiso.",0.0256745287230273,40,10,12,2018
342,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"De acuerdo, muy bien.",0.8343635254341609,4,10,12,2018
343,PREGUNTA," Quisiera preguntarle si con el tema de la Suprema Corte ustedes están previendo ajustes al presupuesto que iban a presentar a la Cámara. Si estos recortes, que no se pudieron hacer, de los sueldos afectarían a algún programa.",0.0074619880487302,38,10,12,2018
344,PREGUNTA,"Y, en materia de seguridad, nos dice que la próxima semana se estarían presentando avances, pero cómo estamos también avanzando en el tema de homicidios. Dijo que iba a checar las cifras para poder tener la fuente.",0.114557530115995,37,10,12,2018
345,PREGUNTA,"Saber un poquito de esto, por favor.",0.167358628467134,7,10,12,2018
346,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," No hemos previsto ningún cambio al proyecto original de presupuesto a lo que hemos venido elaborando de presupuesto, porque de todas formas el presupuesto del Poder Judicial tiene que ir íntegro, como lo envían. Como nos los envían a nosotros, lo tenemos que enviar al Legislativo, a la Cámara de Diputados.",0.1498861701282333,51,10,12,2018
347,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, no se han hecho ajustes. No podemos hacer ajustes al presupuesto del Poder Judicial. Eso depende de ellos.",0.0482558262582454,19,10,12,2018
348,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Tu otra pregunta. Sí. Ya contesté. Vamos a tener ya un sistema muy confiable para darles información a ustedes.,0.5408630141531999,19,10,12,2018
349,PREGUNTA, Son dos preguntas.,0.4678174602485188,3,10,12,2018
350,PREGUNTA,"Soy Bianca Carretto, de ADN Político. Dos preguntas.",0.1033150515704471,8,10,12,2018
351,PREGUNTA,"La primera es, usted ofreció que el 1º de diciembre iban a estar disponibles las declaraciones patrimoniales del gabinete, aún no están. Entonces, quisiéramos saber cuál es la fecha para que estén disponibles.",0.2918221593904576,33,10,12,2018
352,PREGUNTA,"Y, por otro lado, hoy Expansión publica que la SEDATU ya tiene un plan para las expropiaciones en Santa Lucía para los primeros 100 días, quisiera saber cómo va este proceso; si ya empezó y si ya hay recursos destinados para este proyecto.",0.0222080586806793,43,10,12,2018
353,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Se van a dar a conocer los bienes de todos los funcionarios públicos. Ya se están haciendo estos trámites y se van a transparentar, sin reserva, los bienes.",0.2307583460098891,28,10,12,2018
354,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Acerca de Santa Lucía. Es un proceso que se está llevando a cabo para construir dos pistas nuevas en la Base Militar de Santa Lucía y ya se está trabajando.,0.7451642511059096,30,10,12,2018
355,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Pronto les vamos a informar sobre el plan.,0.3415259174747908,8,10,12,2018
356,NOEMI GUTIERREZ," Buenos días, Presidente.",0.7291835902702605,3,10,12,2018
357,NOEMI GUTIERREZ,Noemí Gutiérrez de Efekto TV.,0.656287656031881,5,10,12,2018
358,NOEMI GUTIERREZ,"Preguntarle si va a invitar a Miguel Barbosa a su Gabinete o, incluso, consideraría nombrarlo superdelegado para Puebla.",0.1617355116247714,18,10,12,2018
359,NOEMI GUTIERREZ,Gracias.,0.441790940003079,1,10,12,2018
360,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, La figura de superdelegado no existe.,0.2244383687343195,6,10,12,2018
361,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Son coordinadores. Miguel Barbosa es un destacadísimo dirigente. Tiene todo nuestro respeto, mi admiración, porque ha hecho un gran esfuerzo, a pesar de su estado de salud. Es una gente vinculada al pueblo, cercana a los ciudadanos.",0.5025425343920319,37,10,12,2018
362,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y, sí, lo voy a invitar a participar. Pero va depender de lo que él decida, con absoluta libertad.",0.4538107032622428,19,10,12,2018
363,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"No sé en qué encargo, porque aquí más que cargos son encargos. Entonces, él nos puede ayudar, como muchos otros, mujeres y hombres, que nos están ayudando y que van a ser, también, convocados a funciones.",0.0038118884458055,36,10,12,2018
364,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Todavía no terminamos de integrar todo el equipo, porque queremos ir despacio. Que sea gente honesta la que ingrese a ocupar los cargos. Esa es la condición fundamental. Ya ven que estos, no todos, desde luego, no se puede generalizar, pero hay unos que estudian hasta en universidades del extranjero, son hasta doctores, y van a allá a aprender malas mañas.",0.0290525342522562,61,10,12,2018
365,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Me recuerda a la novela de Mario Puzo, de El Padrino, mandaba a sus hijos a estudiar a escuelas del extranjero, con todo respeto, al personaje, que, además, es una extraordinaria novela y una película excepcional, de esas que se ven una y otra vez, de cómo funciona esas mafias, y otras mafias, que ya no puedo yo señalar, adjetivar.",0.1903257935306354,60,10,12,2018
366,PREGUNTA," Gracias, Presidente.",0.393030772130476,2,10,12,2018
367,PREGUNTA,Buenos días.,0.9384397760356878,2,10,12,2018
368,PREGUNTA,"Carla Contreras, de Canal 11.",0.2230141266020353,5,10,12,2018
369,PREGUNTA,"Ya al principio de la conferencia nos hablaba de este plan para impulsar la producción de combustibles, también, del plan para impulsar la generación de energía eléctrica, pero México tiene un compromiso en la Agenda 2030 en materia de energías renovables, ¿cuál es su proyecto?, ¿cuánto se pretende invertir en esta materia para alcanzar este compromiso que es muy fuerte? Y en vista de que se van a producir más combustibles, ahí tenemos un reto por delante.",0.5187581011433665,77,10,12,2018
370,PREGUNTA,"En cuanto al tema de su seguridad, Presidente, líderes de opinión, la sociedad civil, reporteros, periodistas, están preocupados por su seguridad. Ya usted ha explicado por qué decide viajar en aerolíneas comerciales.",0.0271835291581541,32,10,12,2018
371,PREGUNTA,"Sin embargo, en caso de que ocurra alguna emergencia nacional, ¿cuál va a ser el plan que va a implementar usted?, ¿ya tiene alguna estrategia?, ¿cómo va a operar la ayudantía en caso de que ocurra algún evento, como los casos de septiembre de 2017?",0.2127110757978839,45,10,12,2018
372,PREGUNTA,"También ayer hubo futbol, ¿con quién quedaría usted?",0.3724935111946046,8,10,12,2018
373,PREGUNTA,Serían las preguntas.,0.5155142859541619,3,10,12,2018
374,PREGUNTA,Gracias.,0.441790940003079,1,10,12,2018
375,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Anoche no estuvo muy bien que digamos. Pero ya no me puedo meter en eso, porque en la casa, ya saben ustedes, hay de todas las preferencias. Entonces, hay que esperar. Va a estar bien porque es un clásico, Cruz Azul-América, pero hasta ahí nada más.",0.0953613926627542,46,10,12,2018
376,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo, ya saben, no nos fue muy bien anoche. Pero hasta ahí lo dejo. En cambio Jesús está contento porque en la casa hay pluralidad. Se respeta. No hay autoritarismo, cada quien piensa con libertad.",0.0370241764803042,35,10,12,2018
377,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Acerca de los planes para la protección civil, ya tenemos un plan. Yo lo dije, desde el primer día está asistiendo el encargado de la protección civil a las reuniones de las seis de la mañana, él está invitado.",0.1584695981115112,39,10,12,2018
378,PREGUNTA," Pero si usted va en vuelo y ocurre alguna emergencia nacional, ¿cuál sería lo que usted haría en ese momento?",0.2235172521001235,20,10,12,2018
379,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, Vamos a llegar a cualquier aeropuerto.,0.6212486154721253,6,10,12,2018
380,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Miren, cuando el sismo del año pasado, estaba volando el Presidente Peña y bajó en Santa Lucía. Pudo hacerlo. Por eso, cuando decían que Santa Lucía no servía, hasta en una situación de emergencia, en el avión grande, bajó en esa pista, que está muy bien, no tiene fisuras. Es una pista de concreto de primera, con las normas que se establecen para este caso.",0.5115660295066238,65,10,12,2018
381,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y de tratarse de un traslado, queda toda la flotilla del Ejército y de la Marina completa: los helicópteros, aviones, para la carga de víveres, para la aplicación del Plan DN-III. Todo eso se mantiene. Lo que no van a haber son aviones para funcionarios, helicópteros para funcionarios.",0.522458199935039,48,10,12,2018
382,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Incluso, estamos pensando que los helicópteros que se compraron para funcionarios, seis nuevos helicópteros para la presidencia, para el Estado Mayor Presidencial, estamos viendo también venderlos, como el avión presidencial, o trasladarlos a PEMEX, donde se están rentando helicópteros; o a la Comisión Federal de Electricidad, que se requieren, o al Ejército, o a la Marina; o convertirlos en ambulancias para el traslado de enfermos. Entonces, estamos en ese plan.",0.0383386115123208,70,10,12,2018
383,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Acerca de la seguridad. Vamos muy bien. Los de la Ayudantía han tenido un desempeño excepcional.,0.7975166247164104,16,10,12,2018
384,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"En estos días hemos estado en actos públicos, ayer, por ejemplo. Mucha gente, porque se sigue manteniendo la comunicación, mucha gente, incluso, protestas, pero para entregar escritos, ordenadas. Y no hemos tenido problema, y toco madera.",0.9476548603231328,36,10,12,2018
385,PREGUNTA," Hola, buenos días.",0.7519581254307794,3,10,12,2018
386,PREGUNTA,"Preguntarle en ese tema, ya nos decía que la Cámara de Diputados va a tener la última palabra con el presupuesto del Poder Judicial, pero no va a haber un esfuerzo de cabildeo por parte del Gobierno Federal para convencer a los ministros de reducir sus salarios u otras prestaciones y, en este mismo sentido, del Poder Judicial, hablaba el Senador Félix Salgado, que si no se ajustaban a este plan de austeridad iba a proponerle a usted hasta liquidarlos, fue la palabra que utilizó, y mandar una nueva para la Corte.",0.0048054588258058,92,10,12,2018
387,PREGUNTA,¿Hay un planteamiento así en el gobierno? Y hay un antecedente en el caso (…).,0.3161071821477784,15,10,12,2018
388,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," No, no, no. Nosotros vamos a actuar con apego a la legalidad, que haya Estado de Derecho.",0.0344386725162677,17,10,12,2018
389,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"No vamos a entrar en enjuagues, en negociaciones vergonzosas. No va a haber partida de moches como había. No vamos a comprar conciencias, voluntades. Vamos a actuar con legalidad, con honestidad, con transparencia y respetando la ley. Cada quien tiene que hacerse responsable de sus actos.",0.0115687642935122,46,10,12,2018
390,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Nosotros no coincidimos con el que se cobren esos sueldos. Sentimos que es un exceso, es un abuso. Pero hay instancias legales, hay procedimientos que se tienen que respetar.",0.0162064673015882,29,10,12,2018
391,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y, también, es un proceso de transformación que va a llevar su tiempo. Ya inició. Lo importante es que inicia sin titubeos, sin medias tintas. Eso es lo importante.",0.6043278543454379,29,10,12,2018
392,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y vamos, también, en uso de nuestras facultades, impulsando esta transformación. Por ejemplo, en los nuevos ministros, por facultad de ley, me corresponde enviar las ternas. Entonces, vamos a ser cuidadosos. Ya no queremos gente en los cargos que no tengan principios, que no tenga ideales. No queremos gente deshonesta en el gobierno.",0.01531442662369,53,10,12,2018
393,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, los que van a proponerse van a ser gentes intachables, de absoluta honestidad.",0.938193725813654,14,10,12,2018
394,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Ya no que un político famoso, que ahora ya no puedo mencionar, los proponía, y en la Cámara de Senadores los aprobaban. Hasta abogados de estos traficantes de influencia tenían autoridades en el Poder Judicial, les debían los favores. ¿Cómo se explican ustedes, se los dejo de tarea, de que no era delito grave la corrupción?",0.0046887529255292,56,10,12,2018
395,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Los abogados estos traficantes de influencia, corruptos, impedían cualquier ley en contra del influyentismo, en contra de la corrupción, porque se dedicaban al tráfico de influencia, coyotes. Eso se termina.",0.0594152845078139,30,10,12,2018
396,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y todavía, seguramente, vamos a padecer, porque es un periodo de transición, todavía está ahí el viejo régimen. Pero esto va a cambiar. No hay ninguna negociación, es democracia.",0.0153218829596663,29,10,12,2018
397,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Con todo respeto, ahí sí por voluntad en la familia, democracia en la escuela, democracia en los sindicatos; democracia en los tres poderes. Democracia como forma de vida, como forma de gobierno.",0.3654640756393103,32,10,12,2018
398,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, vamos hacia allá. Y me van a ayudar ustedes. No hay ninguna limitación a la crítica, al derecho a disentir.",0.0173607717270336,21,10,12,2018
399,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Vamos a que la vida pública sea cada vez más pública. Y vamos a purificar la vida pública del país. Ese es el propósito, sin cortapisas, sin contemplaciones.",0.2022764546238362,28,10,12,2018
400,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Nos vemos mañana.,0.602767952759433,3,10,12,2018
401,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Muchas gracias.,0.500183160728402,2,10,12,2018
402,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, Muy buenos días.,0.9593118401950588,3,4,12,2018
403,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Estamos terminando la reunión de seguridad.,0.792180683278477,6,4,12,2018
404,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Les informo que se está obteniendo información sobre los delitos cometidos en todo el país con un sistema que se está estableciendo, porque no existe un sistema de información que reporte la incidencia delictiva diariamente.",0.0044455421621564,35,4,12,2018
405,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"El sistema que existe es para la estadística, para tener información cada 15 días y nosotros queremos tener información diaria de todo lo que sucede para tomar decisiones de inmediato.",0.5330681440777421,30,4,12,2018
406,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esto se los explico, porque ayer me preguntaron sobre este tema y les dije que para la próxima semana ya vamos a tener información confiable diaria, sobre todo de delitos en donde no hay cifra negra, que es el caso de homicidios y robo de vehículos, porque el robo casa-habitación, robo a transporte, secuestros, ahí no se denuncian todos los delitos que se cometen, en el caso de homicidio sí se tiene la información y se ajusta a la realidad.",0.0136473790951697,80,4,12,2018
407,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esto quería comentarlo, me llamó mucho la atención, a lo mejor esto no se sabía, de que la autoridad más importante en la jerarquía del poder Ejecutivo no contara con información diaria sobre los delitos cometidos.",0.0701098138812823,36,4,12,2018
408,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esto me lleva a reforzar el criterio y la convicción de que lo más importante es que el presidente asuma la responsabilidad, que no se delegue este tema que tanto preocupa a la gente en las secretarías o instancias encargadas de la seguridad.",0.0995125140780039,43,4,12,2018
409,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Por eso la importancia de esta reunión diaria, atendiendo personalmente este asunto que, repito, es de la mayor preocupación de los ciudadanos, la seguridad pública, la paz, la tranquilidad.",0.5423358985208732,29,4,12,2018
410,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"También les informo que hoy envío la primera iniciativa al Senado para la reforma del artículo 108 de la Constitución y suspender el fuero del presidente de la república que, desde la Constitución de 1857, sólo podía ser juzgado por delitos de traición a la patria. En esa Constitución también por delitos electorales.",0.0203904874743442,53,4,12,2018
411,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,En la Constitución de 1917 se quitó el delito de faltas electorales y sólo se dejó como posibilidad de juzgar al presidente el delito de traición a la patria.,0.0190199455651483,29,4,12,2018
412,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"La iniciativa que estoy enviando al Senado es para terminar con ese fuero, se termina la impunidad establecida en la Constitución, el presidente va a poder ser juzgado como cualquier otro ciudadano por cualquier delito, desde luego, va a poder ser juzgado por el delito de corrupción, aun estando en funciones.",0.0385155782640941,51,4,12,2018
413,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Esto fue un compromiso que hice en la campaña y lo estoy cumpliendo.,0.6298075304105558,13,4,12,2018
414,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Espero que los legisladores aprueben esta iniciativa, este proyecto de reforma a la Constitución, que se acaben los fueros; que se acaben los privilegios.",0.0052053950617405,24,4,12,2018
415,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Es lo que quería comentarles.,0.1335425990403005,5,4,12,2018
416,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"También, con esto termino para que ustedes puedan preguntar lo que consideren.",0.142408312476202,12,4,12,2018
417,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Termino diciéndoles que ayer, primer día de la semana, hubo muy buena respuesta en lo financiero.",0.5450046045728918,16,4,12,2018
418,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"No hubo desequilibrios en el terreno, el mundo de lo financiero. No tuvimos problema de depreciación de nuestra moneda, del peso. Y, al contrario, creció la Bolsa, hay confianza.",0.1999617396468869,29,4,12,2018
419,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Aprovecho también para agradecerle al presidente Donald Trump por su felicitación.,0.1626792301776702,11,4,12,2018
420,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Hay un buen ambiente en el país y hay confianza. Y vamos a seguir trabajando para sacar a nuestro querido México del atraso y que haya crecimiento económico, que haya empleos y que haya bienestar, paz y tranquilidad.",0.8062527805781691,38,4,12,2018
421,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Ahora sí.,0.541333260777616,2,4,12,2018
422,-PREGUNTA, (…) ¿hay confianza para no llegar a Tribunales?,0.2750820114115316,8,4,12,2018
423,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, Les van a explicar el día de hoy los servidores públicos de Hacienda.,0.1400724817135054,13,4,12,2018
424,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Ellos ayer me informaron que se tomó esta decisión para dar cumplimiento al compromiso que hicimos de proteger a inversionistas, y se está cumpliendo con ese compromiso de proteger a los poseedores de bonos, a inversionistas en general.",0.0984764525812747,38,4,12,2018
425,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Es nuestra palabra empeñada de que no iban a tener ningún problema en lo económico, en lo financiero y vamos a cumplir. Y, por eso, se está procediendo de esa manera. Pero ellos les van a explicar más sobre el tema.",0.0947807756698939,41,4,12,2018
426,-PREGUNTA, Buenos días.,0.9384397760356878,2,4,12,2018
427,-PREGUNTA,"Soy Sergio (…), de Reforma.",0.4371782708680654,5,4,12,2018
428,-PREGUNTA,Dos preguntas.,0.437275549314057,2,4,12,2018
429,-PREGUNTA,"La primera sobre los bonos. Qué opina usted del riesgo de que el precio de los bonos encarezca tanto, ya que ayer cerraron de 77 pesos me parece por bono, a 80 pesos, después del anuncio que se iba hacer la recompra. Qué tal si los tenedores de bonos aumentan tanto el precio que, y comienza una especulación, que se vuelva impagable o muy caro ya, más caro cancelar que continuar la construcción del aeropuerto.",0.5262844480300487,75,4,12,2018
430,-PREGUNTA,"Y segunda. Hoy usted tiene una reunión con los gobernadores, es la primera que tiene después de un ambiente en medios de que los gobernadores manifestaban su desacuerdo con varias decisiones del Ejecutivo, una de ellas los súper delegados, principalmente esa. Ahí parece que encabezados por el Gobernador de Jalisco, Alfaro.",0.5292816118393994,51,4,12,2018
431,-PREGUNTA,¿Cómo llega usted a esta reunión con los gobernadores? ¿Es tersa? Y qué mensaje les puede dar.,0.1888340391269596,17,4,12,2018
432,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," En el primer caso considero que los servidores públicos de Hacienda, el secretario de Hacienda, puede informarles con amplitud.",0.026214006163388,19,4,12,2018
433,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo opino que aplica el libre mercado en la economía, que no se puede por decreto, por decisión política regular el mercado. Que esto depende de inversionistas, de los que participan en el mundo financiero y estamos a favor del libre mercado. Eso es lo que puedo yo comentar, y ellos pueden explicarles más sobre esto.",0.0157217084071499,56,4,12,2018
434,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Acerca de la reunión con los gobernadores. En efecto, hoy tenemos una reunión, con los gobernadores. No hay ningún problema, porque somos nosotros respetuosos de la soberanía de los estados y se va a cumplir con los compromisos que tenemos de conformidad con la ley. Se les tienen que transferir sus recursos, sus participaciones federales. Eso es lo que se va a informar el día de hoy.",0.1581255636005816,67,4,12,2018
435,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Acerca de sus posturas, si aceptan o no aceptan lo de la Guardia Nacional, pues están en su derecho de manifestarse. Nosotros somos respetuosos de todos, más cuando se trata de autoridades estatales.",0.2545278649887788,33,4,12,2018
436,-PREGUNTA," (Inaudible) Ponce, de Milenio.",0.2810007080362707,4,4,12,2018
437,-PREGUNTA,"No va a generar algún conflicto en su estrategia de seguridad el que, por ejemplo, ayer la Gobernadora de Sonora ni siquiera acudió a la instalación de este Consejo Nacional; Aureoles amenaza con que, incluso, va a ir a la Suprema Corte en contra de estos súper delegados.",0.02157710038881,48,4,12,2018
438,-PREGUNTA,"Hay otra estrategia para estos estados en los que, quizá, los gobernadores no acepten participar con el Gobierno Federal.",0.0746702203974611,19,4,12,2018
439,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, Es que hay que aclarar de que se trata de una estrategia del Gobierno Federal. Es nuestra responsabilidad.,0.4564883146338697,18,4,12,2018
440,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Si hay cooperación de los gobiernos estatales, bienvenida y qué bueno que así sea.",0.4717552340891416,14,4,12,2018
441,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Si no están de acuerdo, ellos tienen su derecho a actuar con libertad, de conformidad con la soberanía que hay en los estados y también de acudir a instancias donde se dirimen controversias, en este caso al poder Judicial.",0.1090949904048879,39,4,12,2018
442,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, nosotros somos respetuosos de eso. No vamos a confrontarnos. No vamos a caer en ninguna polémica con los gobernadores. Es mano franca.",0.2143153478166805,23,4,12,2018
443,-PREGUNTA, Hoy se da a conocer que servidores públicos del Poder Judicial han presentado casi tres mil amparos en contra de la Ley de Remuneraciones. Tienen miedo de ser detenidos. Preguntarle su opinión.,0.0132285674006451,32,4,12,2018
444,-PREGUNTA,"Y ellos también consideran que bajar los salarios puede abrir espacios a la corrupción. Conocer su opinión, presidente.",0.0202213615377619,18,4,12,2018
445,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, Ya también sobre eso hemos hablado.,0.3282365048160426,6,4,12,2018
446,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Hicimos nosotros el compromiso de bajar los sueldos de los altos funcionarios públicos para aumentar los sueldos de los servidores públicos de abajo, que ganan muy poco. Entonces, se bajan los sueldos de los de arriba, para aumentar los sueldos de los de abajo. Es justicia laboral.",0.0090398018663055,47,4,12,2018
447,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Si esto no les parece justo a los funcionarios públicos, servidores públicos, del más alto nivel de los tres Poderes, tienen su derecho a manifestarse también, como lo están haciendo, y la autoridad competente va a resolver.",0.0938605224267795,37,4,12,2018
448,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Lo que yo sí creo es que hubo un cambio y se va a aplicar una política de austeridad.,0.3562428026830069,19,4,12,2018
449,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Y aquí recuerdo lo que decía el presidente Juárez. El presidente Juárez decía que el servidor público tenía que aprender a vivir en la justa medianía.,0.4537774685076784,26,4,12,2018
450,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Por eso la diferencia entre funcionario y servidor.,0.0468817624131755,8,4,12,2018
451,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Morelos decía, Siervo de la Nación, el servicio público no es para hacer dinero, es para servir a los ciudadanos.",0.088539632143223,20,4,12,2018
452,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"De todas maneras, de todas formas, tienen libertad para inconformarse acerca de que si ganan menos se va a fomentar la corrupción, eso es poco serio, muy poco serio.",0.040425540289414,29,4,12,2018
453,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo creo que hay deshonestidad cuando un funcionario público acepta recibir hasta 600 mil pesos mensuales. Eso es corrupción de un país con tanta pobreza. Si un servidor público quiere ganar, como sucedía, 600 mil pesos mensuales, eso es un acto de deshonestidad. Pero bueno, ese es mi punto de vista.",0.6031122905920113,51,4,12,2018
454,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Yo respeto el derecho a disentir. Hay que ver cuánto ganan los servidores públicos en otros países.,0.0092049476973465,17,4,12,2018
455,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo recuerdo que hace un año, que escribí un libro, hice una investigación y los altos funcionarios públicos de México eran de los mejores pagados del mundo.",0.3757769502989051,27,4,12,2018
456,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esto no puede seguir sucediendo. Pero, insisto, hay un auténtico Estado de Derecho, no de chueco. Pero vamos a resolver, o sea, y, además, se va a argumentar y la autoridad competente resuelve. Y no hay ningún problema.",0.0099478002151506,38,4,12,2018
457,-PREGUNTA, Hay quienes han opinado que la disminución salarial podría bajar el nivel de preparación.,0.2552967029282862,14,4,12,2018
458,-PREGUNTA,"Preguntarle si el perfil de los altos funcionarios, Secretarios de Estado, Subsecretarios, directores generales, coordinadores, en cuanto a su preparación es ¿mínimo de licenciatura, licenciatura acreditada, incluso, con cédula profesional?",0.0002031077234629,30,4,12,2018
459,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," Sí. En el área de Hacienda los que están ya como servidores públicos son maestros, tienen grados de doctor de economía, mujeres y hombres. Los funcionarios, servidores públicos del actual Gobierno, tienen muy bien nivel académico.",0.5130322910750674,36,4,12,2018
460,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Pero, además, les pongo otro ejemplo. Cuánto gana un maestro de tiempo completo en la UNAM, en el Poli, en la Metropolitana, en el ITAM, en el Tecnológico, cuando mucho 120 mil pesos. Y no es lo mismo. Un secretario no sólo va a ganar 105 mil pesos mensuales, sino va a tener la gran satisfacción de estar sirviendo al pueblo.",0.0110409188014814,61,4,12,2018
